language,case,default,morphological,noun_type,noun_class,number,conditioning,form,form_add,form_replace,form_delete,prosodic_form,prosody_clean,case_broad,form_add_s,form_add_prefix,form_add_suffix,form_add_all,vowel_pres,cons_pres,vowel_end,obstr_vl_pres,obstr_vl_count,obstr_vl_prop,last_vowel,last_vowel_qual,v_height,v_long,cons_end,cons_onset
Nkore-Kiga,vocative,FALSE,particle,name / title / grouping of persons,,,,ai ##,aj-,,,NA,FALSE,vocative,aj-,aj,,aj,TRUE,FALSE,NA,FALSE,0,0,aj,a,l,TRUE,FALSE,FALSE
Khwe,vocative,FALSE,affix,NA,,,,-è,-e,,,NA,FALSE,vocative,-e,,e,e,TRUE,FALSE,TRUE,FALSE,0,0,e,e,m,FALSE,FALSE,FALSE
Khwe,vocative,FALSE,affix,NA,,,"{e,i}+__",-yè,-je,,,NA,FALSE,vocative,-je,,je,je,TRUE,TRUE,TRUE,FALSE,0,0,e,e,m,FALSE,FALSE,TRUE
Khwe,vocative,FALSE,affix,NA,,,"{o,u}+__",-wè,-we,,,NA,FALSE,vocative,-we,,we,we,TRUE,TRUE,TRUE,FALSE,0,0,e,e,m,FALSE,FALSE,TRUE
Khwe,absolutive,FALSE,affix,NA,,,,zero,zero,,,NA,FALSE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khwe,ergative,FALSE,particle,NA,,,,__ ## à,-a,,,NA,FALSE,acc-like,-a,,a,a,TRUE,FALSE,TRUE,FALSE,0,0,a,a,l,FALSE,FALSE,FALSE
Herero,vocative,FALSE,prosodic,NA,,,,loss of initial o- augment + extra high tone on first syllable,,,o-,extra high tone,TRUE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eton,vocative,FALSE,particle,proper name / noun with human reference,,,,a ## __,a-,,,dissimilating high tone: low when following tone is high; high when following tone is low?,TRUE,vocative,a-,a,,a,TRUE,FALSE,NA,FALSE,0,0,a,a,l,FALSE,FALSE,FALSE
Arapaho,vocative,FALSE,affix,all terms of relationship,,,,-óó,-oo,,,high pitch accent,TRUE,vocative,-oo,,oo,oo,TRUE,FALSE,TRUE,FALSE,0,0,oo,o,m,TRUE,FALSE,FALSE
Arapaho,vocative,FALSE,affix,all terms of relationship,,,,-hóó,-hoo,,,high pitch accent,TRUE,vocative,-hoo,,hoo,hoo,TRUE,TRUE,TRUE,TRUE,1,0.3333333333333333,oo,o,m,TRUE,FALSE,TRUE
Yup'ik,vocative,FALSE,prosodic,personal names / kinship terms,,,,V -> VV / __C0#,zero,,,final vowel lengthening,TRUE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yup'ik,vocative,FALSE,deletion,personal names,,,,deletion of an unspecified number of segments (can be one / two whole syllables) at end,,,-...CV,segment deletion,FALSE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yup'ik,absolutive,FALSE,affix,NA,,,,zero,zero,,,NA,FALSE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yup'ik,absolutive-modalis (indefinite object),FALSE,affix,NA,,,,-mek,-mek,,,NA,FALSE,acc-like,-mek,,mek,mek,TRUE,TRUE,FALSE,TRUE,1,0.3333333333333333,e,e,m,FALSE,TRUE,FALSE
West Greenlandic,vocative,FALSE,clitic,NA,,,,=aa,-aa,,,NA,FALSE,vocative,-aa,,aa,aa,TRUE,FALSE,TRUE,FALSE,0,0,aa,a,l,TRUE,FALSE,FALSE
West Greenlandic,absolutive,FALSE,clitic,NA,,singular,,-q,-q,,,NA,FALSE,nom-like,-q,,q,q,FALSE,TRUE,FALSE,TRUE,1,1,NA,NA,NA,NA,TRUE,FALSE
West Greenlandic,absolutive,FALSE,clitic,NA,,singular,,-k,-k,,,NA,FALSE,nom-like,-k,,k,k,FALSE,TRUE,FALSE,TRUE,1,1,NA,NA,NA,NA,TRUE,FALSE
West Greenlandic,absolutive,FALSE,clitic,NA,,singular,,-t,-t,,,NA,FALSE,nom-like,-t,,t,t,FALSE,TRUE,FALSE,TRUE,1,1,NA,NA,NA,NA,TRUE,FALSE
West Greenlandic,absolutive,FALSE,clitic,NA,,singular,,zero,zero,,,NA,FALSE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
West Greenlandic,relative,FALSE,clitic,NA,,singular,,-p,-p,,,NA,FALSE,acc-like,-p,,p,p,FALSE,TRUE,FALSE,TRUE,1,1,NA,NA,NA,NA,TRUE,FALSE
West Greenlandic,relative,FALSE,clitic,NA,,singular,,-up,-up,,,NA,FALSE,acc-like,-up,,up,up,TRUE,TRUE,FALSE,TRUE,1,0.5,u,u,h,FALSE,TRUE,FALSE
West Greenlandic,absolutive,FALSE,clitic,NA,,plural,,-t,-t,,,NA,FALSE,nom-like,-t,,t,t,FALSE,TRUE,FALSE,TRUE,1,1,NA,NA,NA,NA,TRUE,FALSE
West Greenlandic,absolutive,FALSE,clitic,NA,,plural,,-it,-it,,,NA,FALSE,nom-like,-it,,it,it,TRUE,TRUE,FALSE,TRUE,1,0.5,i,i,h,FALSE,TRUE,FALSE
West Greenlandic,relative,FALSE,clitic,NA,,plural,,-t,-t,,,NA,FALSE,acc-like,-t,,t,t,FALSE,TRUE,FALSE,TRUE,1,1,NA,NA,NA,NA,TRUE,FALSE
West Greenlandic,relative,FALSE,clitic,NA,,plural,,-it,-it,,,NA,FALSE,acc-like,-it,,it,it,TRUE,TRUE,FALSE,TRUE,1,0.5,i,i,h,FALSE,TRUE,FALSE
Ket,vocative,FALSE,affix,some animate nouns,feminine,,,-á,-a,,,strong accent,TRUE,vocative,-a,,a,a,TRUE,FALSE,TRUE,FALSE,0,0,a,a,l,FALSE,FALSE,FALSE
Ket,vocative,FALSE,affix,some animate nouns,feminine,,,-ə́,-ə,,,strong accent,TRUE,vocative,-ə,,ə,ə,TRUE,FALSE,TRUE,FALSE,0,0,ə,ə,m,FALSE,FALSE,FALSE
Ket,vocative,FALSE,affix,some animate nouns,masculine,,,-ó,-o,,,strong accent,TRUE,vocative,-o,,o,o,TRUE,FALSE,TRUE,FALSE,0,0,o,o,m,FALSE,FALSE,FALSE
Nivkh,vocative,FALSE,affix,NA,,,C_,-a,-a,,,NA,FALSE,vocative,-a,,a,a,TRUE,FALSE,TRUE,FALSE,0,0,a,a,l,FALSE,FALSE,FALSE
Nivkh,vocative,FALSE,prosodic,NA,,,u_,"V -> VV, optional opening (e.g. u -> o)",,-o,,"V -> VV, optional opening (e.g. u -> o)",TRUE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nivkh,nominative,FALSE,affix,NA,,,,zero,zero,,,NA,FALSE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nivkh,accusative,FALSE,affix,NA,,,,-aχ,-aχ,,,NA,FALSE,acc-like,-aχ,,aχ,aχ,TRUE,TRUE,FALSE,TRUE,1,0.5,a,a,l,FALSE,TRUE,FALSE
Nivkh,accusative,FALSE,affix,NA,,,,-χ,-χ,,,NA,FALSE,acc-like,-χ,,χ,χ,FALSE,TRUE,FALSE,TRUE,1,1,NA,NA,NA,NA,TRUE,FALSE
Wolaytta,vocative,FALSE,affix,NA,,,,-ej,-ej,,,NA,FALSE,vocative,-ej,,ej,ej,TRUE,FALSE,TRUE,FALSE,0,0,ej,e,m,TRUE,FALSE,FALSE
Wolaytta,vocative,FALSE,affix,NA,,,,-ow,-ow,,,NA,FALSE,vocative,-ow,,ow,ow,TRUE,FALSE,TRUE,FALSE,0,0,ow,o,m,TRUE,FALSE,FALSE
Wolaytta,subject case,FALSE,affix,NA,"classes I, II, III",singular,,-j,-j,,,NA,FALSE,nom-like,-j,,j,j,FALSE,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,FALSE,FALSE
Wolaytta,subject case,FALSE,affix,NA,class IV,singular,,-ja,-ja,,,NA,FALSE,nom-like,-ja,,ja,ja,TRUE,TRUE,TRUE,FALSE,0,0,a,a,l,FALSE,FALSE,TRUE
Wolaytta,subject case,FALSE,affix,NA,,plural,,-i,-i,,,NA,FALSE,nom-like,-i,,i,i,TRUE,FALSE,TRUE,FALSE,0,0,i,i,h,FALSE,FALSE,FALSE
Wolaytta,subject case,FALSE,affix,NA,class I,,,-a,-a,,,NA,FALSE,nom-like,-a,,a,a,TRUE,FALSE,TRUE,FALSE,0,0,a,a,l,FALSE,FALSE,FALSE
Wolaytta,subject case,FALSE,affix,NA,class II,,,-ij,-ij,,,NA,FALSE,nom-like,-ij,,ij,ij,TRUE,FALSE,TRUE,FALSE,0,0,ij,i,h,TRUE,FALSE,FALSE
Wolaytta,subject case,FALSE,affix,NA,class III,,,-uw,-uw,,,NA,FALSE,nom-like,-uw,,uw,uw,TRUE,FALSE,TRUE,FALSE,0,0,uw,u,h,TRUE,FALSE,FALSE
Wolaytta,subject case,FALSE,affix,NA,class IV,,,-j,-j,,,NA,FALSE,nom-like,-j,,j,j,FALSE,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,FALSE,FALSE
Wolaytta,subject case,FALSE,affix,NA,,plural,,-a,-a,,,NA,FALSE,nom-like,-a,,a,a,TRUE,FALSE,TRUE,FALSE,0,0,a,a,l,FALSE,FALSE,FALSE
Kickapoo,vocative,FALSE,affix,NA,,singular,,-e,-e,,,NA,FALSE,vocative,-e,,e,e,TRUE,FALSE,TRUE,FALSE,0,0,e,e,m,FALSE,FALSE,FALSE
Kickapoo,vocative,FALSE,affix,NA,,plural,,-etike,-etike,,,NA,FALSE,vocative,-etike,,etike,etike,TRUE,TRUE,TRUE,TRUE,2,0.4,e,e,m,FALSE,FALSE,TRUE
Crow,vocative,FALSE,prosodic,personal names and kin terms,,,final short vowel,V -> VV,zero,,,final V lengthening,TRUE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plains Cree,vocative,FALSE,affix,kin terms and nouns of intimate possession,,singular,,-ee,-ee,,,NA,FALSE,vocative,-ee,,ee,ee,TRUE,FALSE,TRUE,FALSE,0,0,ee,e,m,TRUE,FALSE,FALSE
Plains Cree,vocative,FALSE,"deletion, prosodic",kin terms and nouns of intimate possession,,singular,,loss of final syllable,,,-CV,remaining final V may lengthen if short,TRUE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plains Cree,vocative,FALSE,affix,kin terms and nouns of intimate possession,,plural,,-etik,-etik,,,NA,FALSE,vocative,-etik,,etik,etik,TRUE,TRUE,FALSE,TRUE,2,0.5,i,i,h,FALSE,TRUE,FALSE
Witsuwit'en,vocative,FALSE,affix,some kin terms,,,,-ʔ,-ʔ,,,NA,FALSE,vocative,-ʔ,,ʔ,ʔ,FALSE,TRUE,FALSE,TRUE,1,1,NA,NA,NA,NA,TRUE,FALSE
Nez Perce,vocative,FALSE,affix,grandparent to grandchild,,,,-e,-e,,,NA,FALSE,vocative,-e,,e,e,TRUE,FALSE,TRUE,FALSE,0,0,e,e,m,FALSE,FALSE,FALSE
Nez Perce,vocative,FALSE,affix,senior referent,,,,-eʔ,-eʔ,,,NA,FALSE,vocative,-eʔ,,eʔ,eʔ,TRUE,TRUE,FALSE,TRUE,1,0.5,e,e,m,FALSE,TRUE,FALSE
Nez Perce,nominative,FALSE,affix,NA,,,after thematic suffix,-m,-m,,,NA,FALSE,nom-like,-m,,m,m,FALSE,TRUE,FALSE,FALSE,0,0,NA,NA,NA,NA,TRUE,FALSE
Nez Perce,nominative,FALSE,affix,NA,,,after /n/,-im,-im,,,NA,FALSE,nom-like,-im,,im,im,TRUE,TRUE,FALSE,FALSE,0,0,i,i,h,FALSE,TRUE,FALSE
Nez Perce,nominative,FALSE,affix,NA,,,after a vowel,-nm,-nm,,,NA,FALSE,nom-like,-nm,,nm,nm,FALSE,TRUE,FALSE,FALSE,0,0,NA,NA,NA,NA,TRUE,FALSE
Nez Perce,nominative,FALSE,affix,NA,,,elsewhere,-nim,-nim,,,NA,FALSE,nom-like,-nim,,nim,nim,TRUE,TRUE,FALSE,FALSE,0,0,i,i,h,FALSE,TRUE,FALSE
Nez Perce,objective,FALSE,affix,NA,,,,-ne,-ne,,,NA,FALSE,acc-like,-ne,,ne,ne,TRUE,TRUE,TRUE,FALSE,0,0,e,e,m,FALSE,FALSE,TRUE
Miami-Illinois,vocative,FALSE,affix,NA,,singular,,-e,-e,,,NA,FALSE,vocative,-e,,e,e,TRUE,FALSE,TRUE,FALSE,0,0,e,e,m,FALSE,FALSE,FALSE
Miami-Illinois,vocative,FALSE,affix,NA,,plural,,-enka,-enka,,,NA,FALSE,vocative,-enka,,enka,enka,TRUE,TRUE,TRUE,TRUE,1,0.25,a,a,l,FALSE,FALSE,TRUE
Bora,vocative,FALSE,affix,NA,,,,-h,-h,,,NA,FALSE,vocative,-h,,h,h,FALSE,TRUE,FALSE,TRUE,1,1,NA,NA,NA,NA,TRUE,FALSE
Bora,nominative,FALSE,affix,NA,,,,zero,zero,,,NA,FALSE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bora,direct object,FALSE,affix,NA,animate,,,-ke,-ke,,,NA,FALSE,acc-like,-ke,,ke,ke,TRUE,TRUE,TRUE,TRUE,1,0.5,e,e,m,FALSE,FALSE,TRUE
Bora,direct object,FALSE,affix,NA,inanimate,,,zero,zero,,,NA,FALSE,acc-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chiapas Zoque,vocative,FALSE,affix,NA,,,,=y,-j,,,NA,FALSE,vocative,-j,,j,j,FALSE,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,FALSE,FALSE
Chiapas Zoque,absolutive,FALSE,affix,NA,,,,zero,zero,,,NA,FALSE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chiapas Zoque,ergative,FALSE,affix,NA,,,,=ʔis,-ʔis,,,NA,FALSE,acc-like,-ʔis,,ʔis,ʔis,TRUE,TRUE,FALSE,TRUE,2,0.6666666666666666,i,i,h,FALSE,TRUE,FALSE
Nahuatl,vocative,FALSE,affix,person,,,used by men,-é,-e,,,"accented, stress-shift from penult to vocative suffix",TRUE,vocative,-e,,e,e,TRUE,FALSE,TRUE,FALSE,0,0,e,e,m,FALSE,FALSE,FALSE
Nahuatl,vocative,FALSE,prosodic,person,,,used by women,"stress-shift to final syllable, ""raised voice""",zero,,,"stress-shift to final from penult, raised voice",TRUE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nahuatl,vocative,FALSE,particle,person,,,used by both,in ## __,in-,,,NA,FALSE,vocative,in-,in,,in,TRUE,TRUE,NA,FALSE,0,0,i,i,h,FALSE,NA,NA
Tariana,vocative,FALSE,prosodic,NA,,,,delete gender suffix (final syllable),,,-CV,delete final syll,TRUE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tariana,vocative,FALSE,prosodic,NA,,,,stress-shift to final syllable from penult,,,,stress shift penult > ult,TRUE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tariana,vocative,FALSE,prosodic,NA,,,,"delete gender suffix, stress shift",,,-CV,stress shift penult > ult,TRUE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pirahã,vocative,FALSE,particle,proper noun,,,,ko ## __,ko-,,,NA,FALSE,vocative,ko-,ko,,ko,TRUE,TRUE,NA,TRUE,1,0.5,o,o,m,FALSE,NA,NA
Nuxalk,vocative,FALSE,prosodic,NA,,,,NA,,,,adds moras in a variety of ways to achieve a 4/5 mora template,TRUE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
