bookkeeping	child_dialect_count	child_family_count	child_language_count	description	family_pk	father_pk	hid	id	jsondata	latitude	level	longitude	markup_description	name	newick	pk	status	genus_name	family	color	latlong_combined	duplicate
False	0	0	0		142	4105	ywa	kalo1262	{}	-3.93985	language	142.217		Kalou	'Kalou [kalo1262][ywa]-l-'	6139	unknown/safe		Sepik	#A9A9A9	-3.93985 142.217	FALSE
False	4	0	0		21	7891	kli	kalu1247	{}	-2.33388	language	119.474		Kalumpang	('Bone Hau [bone1253]','Karataun [kara1492]','Mablei [mabl1237]','Mangki [mang1411]')'Kalumpang [kalu1247][kli]-l-'	10637	unknown/safe		Austronesian	#A9A9A9	-2.33388 119.474	FALSE
False	4	0	0		283	2857	bco	kalu1248	{}	-6.45932	language	142.788		Kaluli	('Kugenesi [kuge1238]','Nuclear Kaluli [nucl1582]','Ologo [olog1242]','Walulu [walu1242]')'Kaluli [kalu1248][bco]-l-'	4587	unknown/safe	Bosavi	Bosavi	#A9A9A9	-6.45932 142.788	FALSE
False	0	0	0		89	5997	keq	kama1350	{}	20.5342	language	81.9101		Kamar	'Kamar [kama1350][keq]-l-'	8449	unknown/safe		Indo-European	#A9A9A9	20.5342 81.9101	FALSE
False	2	0	0		385	3231	xas	kama1351	{}	55.07	language	94.83		Kamas-Koibal	('Kamas {Uralic} [kama1378]','Samoyed Koibal [samo1299][zkb]')'Kamas-Koibal [kama1351][xas]-l-'	4995	extinct	Samoyedic	Uralic	#FF0000	55.07 94.83	FALSE
False	0	0	0		10	22067	jmr	kama1357	{}	8.93891	language	-2.34944		Kamara	'Kamara [kama1357][jmr]-l-'	22672	definitely endangered		Atlantic-Congo	#EDED21	8.93891 -2.34944	FALSE
False	0	0	0		10	10024	kci	kama1358	{}	9.85455	language	7.7119		Kamantan	'Kamantan [kama1358][kci]-l-'	12691	unknown/safe		Atlantic-Congo	#A9A9A9	9.85455 7.7119	FALSE
False	0	0	0		323	4660	klp	kama1360	{}	-6.97411	language	146.20797		Kamasa	'Kamasa [kama1360][klp]-l-'	6830	critically endangered		Angan	#FF6500	-6.97411 146.20797	FALSE
False	0	0	0		21	21863	kzx	kama1362	{}	-3.40779	language	128.526		Kamarian	'Kamarian [kama1362][kzx]-l-'	22541	extinct		Austronesian	#FF0000	-3.40779 128.526	FALSE
False	2	0	0		21	7845	kyk	kama1363	{}	8.10796	language	126.314		Kamayo	('North Kamayo [nort2881]','South Kamayo [sout2910]')'Kamayo [kama1363][kyk]-l-'	10547	unknown/safe		Austronesian	#A9A9A9	8.10796 126.314	FALSE
False	0	0	0		21	10668	kgx	kama1364	{}	-5.15696	language	123.045		Kamaru	'Kamaru [kama1364][kgx]-l-'	13522	unknown/safe		Austronesian	#A9A9A9	-5.15696 123.045	FALSE
False	6	0	0		192	2552	woi	kama1365	{}	-8.26897	language	124.792		Kamang	('Kamana-Kamang [kama1366]','Lembur [lemb1265]','Nuclear Kamang [nucl1583]','Sibo [sibo1242]','Tiayai [tiay1238]','Watang [wata1250]')'Kamang [kama1365][woi]-l-'	4328	unknown/safe		Timor-Alor-Pantar	#A9A9A9	-8.26897 124.792	FALSE
False	3	0	0		353	3028	kms	kama1367	{}	-3.8503	language	143.842		Kamasau	('Ghini [ghin1238]','Hagi [hagi1238]','Segi [segi1238]')'Kamasau [kama1367][kms]-l-'	4750	unknown/safe	Marienberg	Nuclear Torricelli	#A9A9A9	-3.8503 143.842	FALSE
False	0	0	0		50	8057	kbq	kama1370	{}	-6.25829	language	145.728		Kamano	'Kamano [kama1370][kbq]-l-'	10770	unknown/safe	Eastern Highlands	Nuclear Trans New Guinea	#A9A9A9	-6.25829 145.728	FALSE
False	0	0	0		275	1485	vkm	kama1372	{}	-13.0678	language	-40.3434		Kamakan	'Kamakan [kama1372][vkm]-l-'	2844	extinct		Kamakanan	#FF0000	-13.0678 -40.3434	FALSE
False	0	0	0		298	4598	kay	kama1373	{}	-12.2661	language	-53.4651		Kamayurá	'Kamayurá [kama1373][kay]-l-'	6774	vulnerable	Tupi-Guaraní	Tupian	#CBCB65	-12.2661 -53.4651	FALSE
False	0	0	0		37	37	xbw	kamb1239	{}	-8.16666	language	-37.5		Kambiwá	'Kambiwá [kamb1239][xbw]-l-'	521	extinct		Unclassifiable	#FF0000	-8.16666 -37.5	FALSE
False	4	0	0		10	17308	kam	kamb1297	{}	-1.60827	language	37.9532		Kamba (Kenya)	('Masaku [masa1295]','Mumoni [mumo1239]','North Kitui [nort2798]','South Kitui [sout2814]')'Kamba {Kenya} [kamb1297][kam]-l-'	18883	unknown/safe	Bantoid	Atlantic-Congo	#A9A9A9	-1.60827 37.9532	FALSE
False	7	0	0		21	15792	xbr	kamb1299	{}	-9.88447	language	120.235		Kambera	('Kanatang [kana1287]','Lewa [lewa1240]','Mangili-Waijelo [mang1406]','Melolo [melo1243]','Nuclear Kambera [nucl1521]','Southern Sumba [sout2885]','Umbu Ratu Nggai [umar1237]')'Kambera [kamb1299][xbr]-l-'	17860	unknown/safe	Central Malayo-Polynesian	Austronesian	#A9A9A9	-9.88447 120.235	FALSE
False	0	0	0		50	3707	irx	kamb1302	{}	-3.53189	language	133.518		Kamberau	'Kamberau [kamb1302][irx]-l-'	5647	unknown/safe		Nuclear Trans New Guinea	#A9A9A9	-3.53189 133.518	FALSE
False	0	0	0		50	3655	kyy	kamb1303	{}	-6.26656	language	146.083		Kambaira	'Kambaira [kamb1303][kyy]-l-'	5518	unknown/safe		Nuclear Trans New Guinea	#A9A9A9	-6.26656 146.083	FALSE
False	3	0	0		376	12260	ktb	kamb1316	{}	7.37582	language	37.9088		Kambaata	('Qebena [qebe1239]','Tambaro [tamb1268]','Timbaro [timb1262]')'Kambaata [kamb1316][ktb]-l-'	14838	unknown/safe		Afro-Asiatic	#A9A9A9	7.37582 37.9088	FALSE
False	0	0	0		10	20230	kcu	kami1256	{}	-6.71075	language	37.98		Kami (Tanzania)	'Kami {Tanzania} [kami1256][kcu]-l-'	21353	severely endangered	Bantoid	Atlantic-Congo	#FFCB00	-6.71075 37.98	FALSE
False	0	0	0		10	15373	kmi	kami1258	{}	8.57444	language	6.66088		Kami (Nigeria)	'Kami {Nigeria} [kami1258][kmi]-l-'	17234	unknown/safe		Atlantic-Congo	#A9A9A9	8.57444 6.66088	FALSE
False	0	0	0		10	1881	kdx	kamm1249	{}	8.04357	language	10.88653		Kam	'Kam [kamm1249][kdx]-l-'	3439	unknown/safe		Atlantic-Congo	#A9A9A9	8.04357 10.88653	FALSE
False	0	0	0		10	15148	kcq	kamo1254	{}	10.0602	language	11.2712		Kamo	'Kamo [kamo1254][kcq]-l-'	17055	unknown/safe		Atlantic-Congo	#A9A9A9	10.0602 11.2712	FALSE
False	3	0	0		50	2039	kgq	kamo1255	{}	-4.30433	language	135.883		Kamoro	('Nanesa [nane1239]','Tarya [tary1239]','Yamur [yamu1239]')'Kamoro [kamo1255][kgq]-l-'	3708	unknown/safe	Asmat-Kamoro	Nuclear Trans New Guinea	#A9A9A9	-4.30433 135.883	FALSE
False	0	0	0		10	3477	NOCODE_Kamona	kamo1256	{"new": true}	11.525	language	-16.29		Kamona Bijogo	'Kamona Bijogo [kamo1256]-l-'	5246	unknown/safe		Atlantic-Congo	#A9A9A9	11.525 -16.29	FALSE
False	0	0	0		157	157	xmu	kamu1258	{}	-13.5393	language	131.098		Kamu	'Kamu [kamu1258][xmu]-l-'	1271	extinct	Eastern Daly	Eastern Daly	#FF0000	-13.5393 131.098	FALSE
False	0	0	0				xla	kamu1260	{}	-7.28798	language	142.639		Kamula	'Kamula [kamu1260][xla]-l-'	67	unknown/safe			#A9A9A9	-7.28798 142.639	FALSE
False	2	0	0		89	5978	xvi	kamv1242	{}	30	language	70		Kamviri	('Nuclear Kamviri [nucl1277]','Shekhani [shek1242]')'Kamviri [kamv1242][xvi]-l-'	8397	definitely endangered		Indo-European	#EDED21	30 70	FALSE
False	0	0	0		376	12291	hig	kamw1239	{}	10.646	language	13.5136		Kamwe	'Kamwe [kamw1239][hig]-l-'	14860	unknown/safe		Afro-Asiatic	#A9A9A9	10.646 13.5136	FALSE
False	3	0	0		89	8460	bjj	kana1281	{}	27.1074	language	79.2883		Kanauji	('Kanauji Proper [kana1282]','Tirhari {Kanauji} [tirh1244]','Transitional Kanauji [tran1281]')'Kanauji [kana1281][bjj]-l-'	11183	unknown/safe		Indo-European	#A9A9A9	27.1074 79.2883	FALSE
False	0	0	0		151	6415	xns	kana1283	{}	32.2843	language	77.1553		Kanashi	'Kanashi [kana1283][xns]-l-'	9034	definitely endangered	Bodic	Sino-Tibetan	#EDED21	32.2843 77.1553	FALSE
False	0	0	0		21	1935	xnb	kana1286	{}	23.3235	language	120.887		Kanakanavu	'Kanakanavu [kana1286][xnb]-l-'	3552	critically endangered		Austronesian	#FF6500	23.3235 120.887	FALSE
False	0	0	0		260	260	soq	kana1288	{}	-10.1658	language	149.751		Kanasi	'Kanasi [kana1288][soq]-l-'	1457	unknown/safe		Dagan	#A9A9A9	-10.1658 149.751	FALSE
False	1	0	0		281	281	knm	kana1291	{}	-6.45399	language	-68.7678		Katukína-Kanamarí	('Tshom-Djapa [tsho1239]')'Katukína-Kanamarí [kana1291][knm]-l-'	1495	vulnerable	Katukinan	Katukinan	#CBCB65	-6.45399 -68.7678	FALSE
False	0	0	0		10	17374	kbs	kand1300	{}	-0.00776	language	11.7076		Kande	'Kande [kand1300][kbs]-l-'	18982	severely endangered		Atlantic-Congo	#FFCB00	-0.00776 11.7076	FALSE
False	0	0	0		21	19414	kqw	kand1301	{}	-4.3652	language	152.781		Kandas	'Kandas [kand1301][kqw]-l-'	20816	vulnerable		Austronesian	#CBCB65	-4.3652 152.781	FALSE
False	0	0	0		50	3666	gam	kand1303	{}	-5.73674	language	144.966		Kandawo	'Kandawo [kand1303][gam]-l-'	5546	unknown/safe		Nuclear Trans New Guinea	#A9A9A9	-5.73674 144.966	FALSE
False	3	0	0		38	3618	kbl	kane1243	{}	13.8749	language	14.8437		Kanembu	('Karkawu [kark1257]','Mando [mand1438]','Nguri [ngur1265]')'Kanembu [kane1243][kbl]-l-'	5457	unknown/safe	Western Saharan	Saharan	#A9A9A9	13.8749 14.8437	FALSE
False	2	0	0		89	11252	xnr	kang1280	{}	31.915	language	76.366		Kangri	('Hamirpuri [hami1240]','Palampuri [pala1332]')'Kangri [kang1280][xnr]-l-'	14097	definitely endangered		Indo-European	#EDED21	31.915 76.366	FALSE
False	0	0	0		190	4320	kxs	kang1281	{}	35.043	language	101.254		Kangjia	'Kangjia [kang1281][kxs]-l-'	6464	severely endangered		Mongolic	#FFCB00	35.043 101.254	FALSE
False	0	0	0		10	17369	kzy	kang1285	{}	1.59855	language	27.0186		Kango (Tshopo District)	'Kango {Tshopo District} [kang1285][kzy]-l-'	18970	unknown/safe		Atlantic-Congo	#A9A9A9	1.59855 27.0186	FALSE
False	2	0	0		10	17371	kty	kang1286	{}	3.47633	language	24.8202		Kango (Bas-Uélé District)	('Bomokandi [bomo1238]','Uélé [uele1238]')'Kango {Bas-Uélé District} [kang1286][kty]-l-'	18973	unknown/safe		Atlantic-Congo	#A9A9A9	3.47633 24.8202	FALSE
False	5	0	0		401	3346	kcp	kang1288	{}	11.0174	language	29.3463		Kanga	('Abu Sinun [abus1238]','Chiroro-Kursi [chir1285]','Krongo Abdalla [kron1244]','Kufa-Lima [kufa1238]','Nuclear Kanga [nucl1436]')'Kanga [kang1288][kcp]-l-'	5048	severely endangered		Kadugli-Krongo	#FFCB00	11.0174 29.3463	FALSE
False	0	0	0		21	5372	kkv	kang1289	{}	-7.98335	language	112.968		Kangean	'Kangean [kang1289][kkv]-l-'	7881	unknown/safe		Austronesian	#A9A9A9	-7.98335 112.968	FALSE
False	0	0	0		264	4552	igm	kang1291	{}	-4.4153	language	144.816		Kanggape	'Kanggape [kang1291][igm]-l-'	6725	unknown/safe		Lower Sepik-Ramu	#A9A9A9	-4.4153 144.816	FALSE
False	0	0	0		355	18520	kev	kani1275	{}	8.44163	language	77.2465		Kanikkaran	'Kanikkaran [kani1275][kev]-l-'	20008	unknown/safe		Dravidian	#A9A9A9	8.44163 77.2465	FALSE
False	2	0	0		10	10032	kdp	kani1277	{}	9.525	language	8.37644		Kaningdon-Nindem	('Kaningdom [kani1278]','Nindem [nind1241]')'Kaningdon-Nindem [kani1277][kdp]-l-'	12702	unknown/safe		Atlantic-Congo	#A9A9A9	9.525 8.37644	FALSE
False	0	0	0		10	17458	kzo	kani1279	{}	-1.71316	language	13.6111		Kaningi	'Kaningi [kani1279][kzo]-l-'	19090	unknown/safe		Atlantic-Congo	#A9A9A9	-1.71316 13.6111	FALSE
False	0	0	0		21	20731	wat	kani1281	{}	-9.23148	language	150.253		Kaninuwa	'Kaninuwa [kani1281][wat]-l-'	21713	unknown/safe		Austronesian	#A9A9A9	-9.23148 150.253	FALSE
False	0	0	0		21	15668	ktk	kani1282	{}	-1.51777	language	145.086		Kaniet	'Kaniet [kani1282][ktk]-l-'	17649	extinct		Austronesian	#FF0000	-1.51777 145.086	FALSE
False	0	0	0		21	15668	NOCODE_Kaniet-Dempwolff	kani1283	{}	-0.892611	language	145.543794		Kaniet-Dempwolff	'Kaniet-Dempwolff [kani1283]-l-'	17650	extinct		Austronesian	#FF0000	-0.892611 145.543794	FALSE
False	0	0	0		142	2378	knr	kani1285	{}	-4.49681	language	143.192		Kaningra	'Kaningra [kani1285][knr]-l-'	4114	vulnerable		Sepik	#CBCB65	-4.49681 143.192	FALSE
False	0	0	0		50	8057	kmu	kani1286	{}	-6.38841	language	145.556		Kanite	'Kanite [kani1286][kmu]-l-'	10772	unknown/safe		Nuclear Trans New Guinea	#A9A9A9	-6.38841 145.556	FALSE
False	1	0	0		89	11176	kft	kanj1259	{}	25.6999	language	74.7355		Kanjari	('Kuchbandhi [kuch1246]')'Kanjari [kanj1259][kft]-l-'	14032	unknown/safe		Indo-European	#A9A9A9	25.6999 74.7355	FALSE
False	0	0	0		66	5829	kbe	kanj1260	{}	-13.3243	language	142.893		Kanju	'Kanju [kanj1260][kbe]-l-'	8303	unknown/safe		Pama-Nyungan	#A9A9A9	-13.3243 142.893	FALSE
False	4	0	0		21	19659	kne	kank1243	{}	16.8548	language	120.689		Kankanaey	('Bakun-Kibungan [baku1262]','Guinzadan [guin1257]','Kapangan [kapa1253]','Mankayan-Buguias [mank1255]')'Kankanaey [kank1243][kne]-l-'	20962	unknown/safe	Northern Luzon	Austronesian	#A9A9A9	16.8548 120.689	FALSE
False	0	0	0		107	11310	NOCODE_Kankuamo	kank1244	{}	10.750207	language	-73.357544		Kankuamo	'Kankuamo [kank1244]-l-'	14166	extinct		Chibchan	#FF0000	10.750207 -73.357544	FALSE
False	0	0	0		21	10585	kxn	kano1244	{}	2.03781	language	112.383		Kanowit-Tanjong Melanau	'Kanowit-Tanjong Melanau [kano1244][kxn]-l-'	13395	severely endangered		Austronesian	#FFCB00	2.03781 112.383	FALSE
False	0	0	0				kxo	kano1245	{}	-12.1789	language	-64.5812		Kanoê	'Kanoê [kano1245][kxo]-l-'	218	critically endangered			#FF6500	-12.1789 -64.5812	FALSE
False	0	0	0		166	6438	ksk	kans1243	{}	36.8044	language	-96.8571		Kansa	'Kansa [kans1243][ksk]-l-'	9071	extinct		Siouan	#FF0000	36.8044 -96.8571	FALSE
False	0	0	0		10	22675	xkt	kant1249	{}	10.9703	language	-1.92807		Kantosi	'Kantosi [kant1249][xkt]-l-'	22948	unknown/safe		Atlantic-Congo	#A9A9A9	10.9703 -1.92807	FALSE
False	0	0	0		10	10032	kni	kanu1277	{}	9.55	language	8.6		Kanufi	'Kanufi [kanu1277][kni]-l-'	12703	unknown/safe		Atlantic-Congo	#A9A9A9	9.55 8.6	FALSE
False	0	0	0		10	20291	khx	kanu1278	{}	-1.82559	language	28.1017		Kanu	'Kanu [kanu1278][khx]-l-'	21444	unknown/safe		Atlantic-Congo	#A9A9A9	-1.82559 28.1017	FALSE
False	0	0	0		10	17447	kny	kany1247	{}	-7.31878	language	23.613		Kanyok	'Kanyok [kany1247][kny]-l-'	19078	unknown/safe	Bantoid	Atlantic-Congo	#A9A9A9	-7.31878 23.613	FALSE
False	0	0	0		10	17446	kqn	kaon1241	{}	-12.4129	language	25.7646		Kaonde	'Kaonde [kaon1241][kqn]-l-'	19077	unknown/safe		Atlantic-Congo	#A9A9A9	-12.4129 25.7646	FALSE
False	0	0	0		252	6709	kax	kaoo1238	{}	1.16654	language	127.847		Kao	'Kao [kaoo1238][kax]-l-'	9246	definitely endangered		North Halmahera	#EDED21	1.16654 127.847	FALSE
False	0	0	0		37	37	xpn	kapi1248	{}	-8.49999	language	-38.3333		Kapinawá	'Kapinawá [kapi1248][xpn]-l-'	582	extinct		Unclassifiable	#FF0000	-8.49999 -38.3333	FALSE
False	0	0	0		21	20685	kpg	kapi1249	{}	1.039166	language	154.797223		Kapingamarangi	'Kapingamarangi [kapi1249][kpg]-l-'	21632	severely endangered	Oceanic	Austronesian	#FFCB00	1.039166 154.797223	FALSE
False	2	0	0		21	19393	tbx	kapi1250	{}	-7.05732	language	146.529		Kapin	('Garawa {Papua New Guinea} [gara1260]','Nuclear Kapin [nucl1514]')'Kapin [kapi1250][tbx]-l-'	20769	unknown/safe		Austronesian	#A9A9A9	-7.05732 146.529	FALSE
False	0	0	0				khp	kapo1250	{}	-3.52696	language	139.766		Kapori	'Kapori [kapo1250][khp]-l-'	325	critically endangered			#FF6500	-3.52696 139.766	FALSE
False	2	0	0		21	20788	ykm	kapp1237	{}	-3.28761	language	142.659		Kap	('Ali {Papua New Guinea} [alii1241]','Yakamul [yaka1276]')'Kap [kapp1237][ykm]-l-'	21784	unknown/safe		Austronesian	#A9A9A9	-3.28761 142.659	FALSE
False	2	0	0		142	6151	dju	kapr1245	{}	-4.51011	language	143.241		Kapriman	('Karambit [kara1493]','Nuclear Kapriman [nucl1587]')'Kapriman [kapr1245][dju]-l-'	8625	unknown/safe		Sepik	#A9A9A9	-4.51011 143.241	FALSE
False	0	0	0		21	17678	kbi	kapt1235	{}	-2.388426	language	139.795818		Kaptiau	'Kaptiau [kapt1235][kbi]-l-'	19375	unknown/safe		Austronesian	#A9A9A9	-2.388426 139.795818	FALSE
False	0	0	0		10	5167	klo	kapy1238	{}	7.03256	language	10.0979		Kapya	'Kapya [kapy1238][klo]-l-'	7501	unknown/safe		Atlantic-Congo	#A9A9A9	7.03256 10.0979	FALSE
False	0	0	0		304	9318	cak	kaqc1270	{}	14.4662	language	-90.9881		Kaqchikel	'Kaqchikel [kaqc1270][cak]-l-'	12067	unknown/safe		Mayan	#A9A9A9	14.4662 -90.9881	FALSE
False	0	0	0				zkk	kara1289	{}	28.9082	language	-96.4856		Karankawa	'Karankawa [kara1289][zkk]-l-'	91	extinct	Karankawa		#FF0000	28.9082 -96.4856	FALSE
False	0	0	0		118	4066	kim	kara1462	{}	53.7145	language	98.3792		Karagas	'Karagas [kara1462][kim]-l-'	6092	critically endangered		Turkic	#FF6500	53.7145 98.3792	FALSE
False	4	0	0		118	8543	kdr	kara1464	{}	54.5534	language	25.1054		Karaim	('Eastern Karaim [east2335]','Galits [gali1260]','Northwestern Karaim [nort2691]','Trakay [trak1238]')'Karaim [kara1464][kdr]-l-'	11322	unknown/safe	Turkic	Turkic	#A9A9A9	54.5534 25.1054	FALSE
False	2	0	0		118	8543	krc	kara1465	{}	43.565	language	42.2606		Karachay-Balkar	('Balkar [balk1253]','Karachay [kara1466]')'Karachay-Balkar [kara1465][krc]-l-'	11318	vulnerable	Turkic	Turkic	#CBCB65	43.565 42.2606	FALSE
False	2	0	0		118	8546	kaa	kara1467	{}	39.98	language	63.3223		Kara-Kalpak	('Northeastern Karakalpak [nort2694]','Southeastern Karakalpak [sout2703]')'Kara-Kalpak [kara1467][kaa]-l-'	11329	unknown/safe	Turkic	Turkic	#A9A9A9	39.98 63.3223	FALSE
False	2	0	0		371	4866	kpt	kara1474	{}	42.6501	language	46.3151		Karata	('Anchix [anch1238]','Tokita [toki1238]')'Karata [kara1474][kpt]-l-'	7070	definitely endangered	Avar-Andic-Tsezic	Nakh-Daghestanian	#EDED21	42.6501 46.3151	FALSE
False	0	0	0		395	1757	xkh	kara1475	{}	-1.29991	language	-57.8716		Karahawyana	'Karahawyana [kara1475][xkh]-l-'	3290	unknown/safe		Unattested	#A9A9A9	-1.29991 -57.8716	FALSE
False	3	0	0		66	2116	gbd	kara1476	{}	-18.6771	language	122.334		Karadjeri	('Najanaja [naja1241]','Nangu [nang1258]','Nawurtu [nawu1241]')'Karadjeri [kara1476][gbd]-l-'	3801	critically endangered		Pama-Nyungan	#FF6500	-18.6771 122.334	FALSE
False	4	0	0		10	9974	kzr	kara1478	{}	8.01727	language	15.2114		Karang	('Mbere {Karang} [mber1254]','Ngomi [ngom1264]','Nuclear Karang [nucl1359]','Sakpu [sakp1238]')'Karang [kara1478][kzr]-l-'	12610	unknown/safe		Atlantic-Congo	#A9A9A9	8.01727 15.2114	FALSE
False	0	0	0		10	18924	reg	kara1481	{}	-1.83511	language	33.0488		Kara (Tanzania)	'Kara {Tanzania} [kara1481][reg]-l-'	20270	unknown/safe		Atlantic-Congo	#A9A9A9	-1.83511 33.0488	FALSE
False	0	0	0		362	7016	kah	kara1482	{}	9.99526	language	22.9947		Kara (Central African Republic)	'Kara {Central African Republic} [kara1482][kah]-l-'	9425	unknown/safe	Bongo-Bagirmi	Central Sudanic	#A9A9A9	9.99526 22.9947	FALSE
False	3	0	0		429	7432	kdj	kara1483	{}	2.45157	language	34.2761		Karamojong	('Dodos [dodo1240]','Jie [jiee1239]','Nuclear Karamojong [nucl1430]')'Karamojong [kara1483][kdj]-l-'	9870	unknown/safe	Nilotic	Nilotic	#A9A9A9	2.45157 34.2761	FALSE
False	4	0	0		417	5103	kth	kara1484	{}	13.1748	language	20.6354		Karanga	('Bakha [bakh1247]','Kashmere [kash1279]','Koniéré [koni1260]','Nuclear Karanga [nucl1442]')'Karanga [kara1484][kth]-l-'	7377	vulnerable		Maban	#CBCB65	13.1748 20.6354	FALSE
False	5	0	0		21	17695	leu	kara1486	{}	-2.81957	language	151.111		Kara (Papua New Guinea)	('East Kara [east2453]','Lauan-Nonopai [laua1244]','Luburua [lubu1242]','Ngavalus-Lossuk [ngav1237]','West Kara [west2524]')'Kara {Papua New Guinea} [kara1486][leu]-l-'	19423	unknown/safe	Oceanic	Austronesian	#A9A9A9	-2.81957 151.111	FALSE
False	0	0	0		21	15816	kyj	kara1487	{}	16.5655	language	120.956		Karao	'Karao [kara1487][kyj]-l-'	17877	unknown/safe	Northern Luzon	Austronesian	#A9A9A9	16.5655 120.956	FALSE
False	0	0	0		21	10548	mry	kara1489	{}	7.50481	language	126.409		Mandaya	'Mandaya [kara1489][mry]-l-'	13292	unknown/safe		Austronesian	#A9A9A9	7.50481 126.409	FALSE
False	0	0	0		142	1213	xrw	kara1495	{}	-3.69933	language	142.018		Karawa	'Karawa [kara1495][xrw]-l-'	2371	unknown/safe		Sepik	#A9A9A9	-3.69933 142.018	FALSE
False	0	0	0				xar	kara1497	{}	-7.13333	language	143.117		Karami	'Karami [kara1497][xar]-l-'	6	extinct			#FF0000	-7.13333 143.117	FALSE
False	0	0	0		137	137	kgv	kara1499	{}	-3.47037	language	132.678		Kalamang	'Kalamang [kara1499][kgv]-l-'	1210	severely endangered		West Bomberai	#FFCB00	-3.47037 132.678	FALSE
False	1	0	0		58	58	kpj	kara1500	{}	-11.1881	language	-50.3492		Karajá	('Javaé [java1255]')'Karajá [kara1500][kpj]-l-'	652	definitely endangered	Karajá	Nuclear-Macro-Je	#EDED21	-11.1881 -50.3492	FALSE
False	3	0	0		151	4197	mjw	karb1241	{}	25.7317	language	93.0462		Hills Karbi	('Chingthang [chin1477]','Mirlong [mirl1238]','Rong Kethang [rong1265]')'Hills Karbi [karb1241][mjw]-l-'	6301	vulnerable	Kuki-Chin	Sino-Tibetan	#CBCB65	25.7317 93.0462	FALSE
False	5	0	0		385	3259	krl	kare1335	{}	65.1691	language	30.8655		Karelian	('Northern Karelian [nort2673]','Novgorod [novg1240]','Olonets Karelian [olon1245]','Southern Karelian [sout2676]','Tver [tver1240]')'Karelian [kare1335][krl]-l-'	5030	definitely endangered	Finnic	Uralic	#EDED21	65.1691 30.8655	FALSE
False	2	0	0		10	12611	kbn	kare1338	{}	7.05641	language	15.2207		Kare (Central African Republic)	('Kari {Central African Republic} [kari1305]','Tale [tale1239]')'Kare {Central African Republic} [kare1338][kbn]-l-'	15210	unknown/safe		Atlantic-Congo	#A9A9A9	7.05641 15.2207	FALSE
False	0	0	0		21	10408	kyd	kare1339	{}	-6.74181	language	134.375		Karey	'Karey [kare1339][kyd]-l-'	13157	unknown/safe		Austronesian	#A9A9A9	-6.74181 134.375	FALSE
False	0	0	0		50	3680	kmf	kare1341	{}	-5.07674	language	145.499		Kare (Papua New Guinea)	'Kare {Papua New Guinea} [kare1341][kmf]-l-'	5566	unknown/safe		Nuclear Trans New Guinea	#A9A9A9	-5.07674 145.499	FALSE
False	3	0	0		376	12391	kai	kare1348	{}	12.5176	language	10.8732		Karekare	('Birkai [birk1246]','Jalalam [jala1241]','Kwarta Mataci [kwar1243]')'Karekare [kare1348][kai]-l-'	14980	unknown/safe		Afro-Asiatic	#A9A9A9	12.5176 10.8732	FALSE
False	4	0	0		37	37	kzw	kari1255	{}	-9.84999	language	-36.3333		Karirí-Xocó	('Dzubukuá [dzub1235]','Kamurú [kamu1237]','Kipeá [kipe1239]','Sabujá [sabu1246]')'Karirí-Xocó [kari1255][kzw]-l-'	497	extinct	Kariri	Unclassifiable	#FF0000	-9.84999 -36.3333	FALSE
False	0	0	0		89	23075	kmv	kari1301	{}	3.42825	language	-51.6888		Karipúna Creole French	'Karipúna Creole French [kari1301][kmv]-l-'	23168	vulnerable		Indo-European	#CBCB65	3.42825 -51.6888	FALSE
False	0	0	0		89	16365	kgn	kari1303	{}	38.5656	language	47.4329		Karingani	'Karingani [kari1303][kgn]-l-'	18382	definitely endangered		Indo-European	#EDED21	38.5656 47.4329	FALSE
False	0	0	0		66	8270	vka	kari1304	{}	-20.445	language	118.613		Kariyarra	'Kariyarra [kari1304][vka]-l-'	10956	extinct		Pama-Nyungan	#FF0000	-20.445 118.613	FALSE
False	0	0	0		10	17366	kbj	kari1306	{}	5.03525	language	25.7491		Kari	'Kari [kari1306][kbj]-l-'	18958	severely endangered		Atlantic-Congo	#FFCB00	5.03525 25.7491	FALSE
False	0	0	0		298	1529	ktn	kari1311	{}	-9.37937	language	-64.1522		Karitiâna	'Karitiâna [kari1311][ktn]-l-'	2888	vulnerable	Arikem	Tupian	#CBCB65	-9.37937 -64.1522	FALSE
False	0	0	0		16	5317	NOCODE_Karipuna	kari1312	{}	-10	language	-65.5		Karipuna	'Karipuna [kari1312]-l-'	7766	extinct		Pano-Tacanan	#FF0000	-10 -65.5	FALSE
False	0	0	0		376	9612	kil	kari1316	{}	11.0119	language	9.63992		Kariya	'Kariya [kari1316][kil]-l-'	12378	unknown/safe		Afro-Asiatic	#A9A9A9	11.0119 9.63992	FALSE
False	0	0	0		298	6768	kuq	kari1317	{}	-10.2006	language	-64.2807		Karipúna	'Karipúna [kari1317][kuq]-l-'	9284	definitely endangered	Panoan	Tupian	#EDED21	-10.2006 -64.2807	FALSE
False	0	0	0		416	7371	kko	kark1256	{}	12.0542	language	29.2074		Karko	'Karko [kark1256][kko]-l-'	9761	definitely endangered		Nubian	#EDED21	12.0542 29.2074	FALSE
